datum,žák,předmět,známka
8.4.,Tom,Zeměpis,2
13.6.,Ferda,Tělocvik,2
26.4.,Drsoň,Grafika,3
3.3.,Arabela,Programování,1
21.5.,Mach,Grafika,2
1.2.,Rusalka,Zpěv,1
2.5.,Jasoň,Zpěv,1
1.5.,Krakonoš,Grafika,1
4.4.,Krakonoš,Zeměpis,2
1.5.,Krakonoš,Matematika,1
23.6.,Arabela,Grafika,1
15.3.,Gump,Zpěv,1
27.5.,Sněhurka,Programování,1
26.4.,Rumcasj,Tělocvik,1
7.3.,Potter,Programování,1
24.6.,Ferda,Zpěv,2
23.5.,Ferda,Psaní,1
7.4.,Jasoň,Programování,1
17.3.,Bystrozraký,Zpěv,1
6.6.,Šebestová,Zpěv,2
8.4.,Horáček,Zeměpis,1
13.2.,Fantomas,Zpěv,1
9.5.,Tom,Zeměpis,2
24.5.,Nemo,Čtení,1
21.6.,Arabela,Matematika,1
8.2.,Bystrozraký,Zeměpis,3
17.2.,Drsoň,Psaní,1
19.4.,Krakonoš,Zeměpis,2
6.5.,Zvonilka,Čtení,1
15.5.,Šebestová,Zeměpis,1
11.2.,Krátkozraký,Programování,1
28.4.,Krakonoš,Zpěv,1
20.4.,Fantomas,Zpěv,1
3.5.,Jerry,Zeměpis,1
19.5.,Bob,Psaní,2
22.6.,Mach,Tělocvik,3
17.4.,Bobek,Grafika,2
15.6.,Rumcasj,Čtení,1
13.2.,Gump,Zeměpis,4
24.6.,Nemo,Programování,1
14.6.,Bob,Tělocvik,3
5.2.,Dlouhý,Psaní,3
16.5.,Rusalka,Psaní,1
17.3.,Zvonilka,Matematika,1
5.2.,Šebestová,Zeměpis,2
27.5.,Jasoň,Tělocvik,1
8.5.,Sněhurka,Zpěv,1
6.6.,Karkulka,Matematika,1
18.2.,Sněhurka,Tělocvik,1
18.6.,Krakonoš,Zeměpis,1
18.4.,Gump,Matematika,1
28.4.,Rumcasj,Programování,2
13.2.,Potter,Čtení,1
23.4.,Dlouhý,Zpěv,2
6.4.,Bob,Matematika,1
17.5.,Dlouhý,Zpěv,3
8.2.,Široký,Čtení,3
24.4.,Jerry,Tělocvik,2
12.2.,Bobek,Grafika,1
4.4.,Ferda,Čtení,1
6.4.,Karkulka,Tělocvik,1
17.5.,Popelka,Psaní,2
9.4.,Bystrozraký,Matematika,1
28.5.,Zvonilka,Psaní,2
4.4.,Popelka,Čtení,1
1.3.,Mach,Zeměpis,2
11.5.,Bystrozraký,Čtení,1
2.6.,Karkulka,Psaní,1
5.5.,Rusalka,Zpěv,1
18.6.,Karkulka,Tělocvik,1
19.5.,Drsoň,Programování,3
16.3.,Mach,Psaní,1
9.6.,Gump,Psaní,1
27.5.,Tuček,Matematika,1
27.5.,Šlajs,Matematika,1
26.4.,Krátkozraký,Grafika,2
20.4.,Sněhurka,Programování,1
7.5.,Sněhurka,Čtení,1
21.4.,Gump,Zeměpis,1
24.5.,Zvonilka,Programování,1
14.4.,Drsoň,Matematika,1
13.6.,Jerry,Zeměpis,2
2.4.,Arabela,Tělocvik,2
2.4.,Zvonilka,Psaní,1
5.4.,Tuček,Tělocvik,2
5.4.,Šlajs,Tělocvik,2
20.6.,Krátkozraký,Programování,1
13.6.,Dlouhý,Programování,1
16.6.,Horáček,Zeměpis,5
20.5.,Dlouhý,Tělocvik,1
3.5.,Gump,Zeměpis,2
22.2.,Jasoň,Matematika,1
7.5.,Krakonoš,Zeměpis,1
4.6.,Široký,Psaní,3
9.2.,Mach,Matematika,1
3.5.,Jasoň,Grafika,1
3.2.,Bobek,Grafika,1
11.4.,Pažout,Tělocvik,3
15.3.,Fantomas,Čtení,1
6.3.,Zvonilka,Čtení,1
9.2.,Arabela,Zeměpis,2
18.2.,Fantomas,Zeměpis,2
8.2.,Rumcasj,Grafika,4
24.2.,Široký,Programování,2
27.5.,Pažout,Tělocvik,4
11.6.,Popelka,Zeměpis,2
18.2.,Mach,Grafika,2
13.5.,Sněhurka,Čtení,1
28.4.,Krátkozraký,Tělocvik,3
17.6.,Krakonoš,Tělocvik,1
15.6.,Bob,Psaní,3
12.6.,Fantomas,Grafika,3
4.3.,Široký,Psaní,1
20.6.,Drsoň,Tělocvik,2
1.5.,Potter,Programování,1
15.2.,Tom,Programování,3
10.6.,Popelka,Zpěv,1
16.5.,Mach,Psaní,1
1.2.,Široký,Zeměpis,1
15.5.,Bobek,Programování,2
27.6.,Sněhurka,Programování,1
15.4.,Krátkozraký,Grafika,2
3.6.,Bob,Programování,1
28.2.,Široký,Čtení,1
1.3.,Arabela,Grafika,1
7.6.,Karkulka,Programování,1
23.2.,Mach,Čtení,1
9.6.,Rusalka,Tělocvik,2
4.5.,Krakonoš,Matematika,1
16.3.,Bob,Zpěv,1
5.5.,Jasoň,Tělocvik,2
3.6.,Ferda,Programování,1
5.3.,Popelka,Čtení,1
13.4.,Rusalka,Tělocvik,1
19.4.,Krátkozraký,Grafika,3
19.6.,Gump,Tělocvik,3
15.5.,Jasoň,Matematika,1
5.5.,Krakonoš,Zeměpis,1
21.2.,Karkulka,Zeměpis,1
14.3.,Potter,Zeměpis,1
5.3.,Rumcasj,Matematika,3
10.3.,Arabela,Grafika,1
25.6.,Jasoň,Zeměpis,1
10.5.,Pažout,Čtení,5
10.4.,Horáček,Zeměpis,4
14.3.,Široký,Zpěv,1
5.2.,Šebestová,Tělocvik,1
25.6.,Fantomas,Psaní,3
28.2.,Horáček,Matematika,1
23.2.,Šebestová,Matematika,1
27.5.,Gump,Zeměpis,3
27.5.,Ferda,Zpěv,1
26.6.,Horáček,Tělocvik,3
18.4.,Karkulka,Psaní,1
23.6.,Rumcasj,Zpěv,1
8.6.,Krakonoš,Zeměpis,1
7.6.,Pažout,Čtení,3
21.5.,Jerry,Čtení,1
23.5.,Popelka,Grafika,1
5.2.,Karkulka,Psaní,1
27.4.,Bob,Grafika,1
14.3.,Krátkozraký,Psaní,1
7.4.,Zvonilka,Grafika,2
10.3.,Horáček,Matematika,4
6.6.,Rumcasj,Čtení,3
7.2.,Jasoň,Zeměpis,1
14.4.,Popelka,Zeměpis,2
14.3.,Dlouhý,Programování,1
11.3.,Krakonoš,Programování,1
25.4.,Drsoň,Matematika,2
6.5.,Karkulka,Grafika,1
5.6.,Tuček,Tělocvik,4
5.6.,Šlajs,Tělocvik,4
6.5.,Mach,Tělocvik,1
16.2.,Ferda,Matematika,1
13.4.,Jerry,Čtení,1
28.4.,Tom,Zpěv,1
17.5.,Bob,Grafika,1
22.5.,Zvonilka,Zeměpis,1
6.3.,Tom,Zeměpis,1
27.5.,Fantomas,Čtení,1
27.5.,Tom,Zpěv,3
25.5.,Široký,Zpěv,1
5.2.,Sněhurka,Matematika,1
26.6.,Krakonoš,Programování,1
15.2.,Arabela,Zeměpis,2
11.4.,Potter,Matematika,1
17.6.,Široký,Grafika,1
15.5.,Nemo,Tělocvik,3
19.3.,Bob,Psaní,1
3.6.,Zvonilka,Čtení,1
24.4.,Krakonoš,Zpěv,2
8.3.,Horáček,Zeměpis,1
26.6.,Arabela,Matematika,1
6.4.,Bob,Čtení,3
25.5.,Fantomas,Čtení,1
9.5.,Tuček,Čtení,1
9.5.,Šlajs,Čtení,1
22.3.,Tuček,Psaní,2
22.3.,Šlajs,Psaní,2
12.4.,Bobek,Psaní,1
17.3.,Rumcasj,Programování,3
16.6.,Potter,Psaní,1
24.4.,Arabela,Psaní,1
9.6.,Široký,Grafika,2
28.3.,Sněhurka,Zeměpis,1
9.4.,Bob,Zpěv,3
21.5.,Široký,Čtení,1
5.5.,Drsoň,Čtení,1
1.2.,Bobek,Tělocvik,1
19.5.,Šebestová,Psaní,1
13.5.,Bobek,Programování,1
6.4.,Jerry,Zpěv,1
10.2.,Mach,Programování,2
16.6.,Rusalka,Zeměpis,1
14.5.,Popelka,Zpěv,1
4.4.,Karkulka,Psaní,1
6.2.,Popelka,Psaní,1
3.2.,Ferda,Psaní,2
23.3.,Horáček,Zpěv,5
4.2.,Dlouhý,Psaní,1
25.5.,Drsoň,Programování,3
9.6.,Pažout,Čtení,5
4.3.,Arabela,Matematika,1
16.6.,Mach,Psaní,1
1.5.,Bob,Grafika,2
17.2.,Dlouhý,Tělocvik,1
15.2.,Krakonoš,Čtení,1
18.4.,Pažout,Psaní,4
24.3.,Jerry,Programování,1
17.3.,Rusalka,Čtení,1
8.3.,Tuček,Grafika,1
8.3.,Šlajs,Grafika,1
18.6.,Jerry,Čtení,3
1.2.,Ferda,Programování,1
21.3.,Nemo,Zeměpis,2
17.3.,Bystrozraký,Čtení,2
8.2.,Široký,Zpěv,2
11.6.,Bobek,Čtení,3
20.4.,Pažout,Grafika,4
7.2.,Fantomas,Programování,3
17.5.,Bob,Grafika,3
21.2.,Nemo,Tělocvik,1
19.6.,Bobek,Čtení,1
5.3.,Drsoň,Zpěv,3
26.6.,Bob,Čtení,2
15.3.,Gump,Zeměpis,2
12.2.,Sněhurka,Čtení,1
8.6.,Krátkozraký,Čtení,1
18.6.,Arabela,Čtení,1
4.5.,Krátkozraký,Grafika,1
26.6.,Tom,Zeměpis,2
14.6.,Fantomas,Matematika,3
13.3.,Drsoň,Matematika,3
1.4.,Bobek,Matematika,1
1.5.,Sněhurka,Matematika,1
14.5.,Horáček,Psaní,4
4.3.,Karkulka,Programování,1
21.2.,Arabela,Matematika,1
10.2.,Krátkozraký,Čtení,2
5.6.,Bystrozraký,Grafika,1
14.2.,Popelka,Grafika,1
4.4.,Krakonoš,Programování,1
16.6.,Šebestová,Matematika,2
13.6.,Gump,Matematika,2
14.3.,Arabela,Tělocvik,1
20.6.,Rusalka,Tělocvik,1
9.3.,Rusalka,Zeměpis,1
5.2.,Bystrozraký,Zpěv,1
8.3.,Bob,Zpěv,1
4.5.,Mach,Grafika,1
11.6.,Jerry,Matematika,3
9.3.,Zvonilka,Čtení,1
1.6.,Jerry,Programování,2
26.5.,Zvonilka,Psaní,1
9.3.,Nemo,Psaní,1
8.4.,Fantomas,Programování,2
10.2.,Krakonoš,Psaní,1
6.6.,Rusalka,Psaní,1
8.6.,Fantomas,Psaní,3
11.5.,Tuček,Čtení,3
11.5.,Šlajs,Čtení,3
13.6.,Krakonoš,Programování,1
13.4.,Tom,Zeměpis,1
5.6.,Zvonilka,Čtení,2
26.2.,Jasoň,Zeměpis,1
24.4.,Šebestová,Zpěv,1
28.2.,Rumcasj,Psaní,1
19.3.,Krátkozraký,Zpěv,2
28.5.,Popelka,Programování,1
2.6.,Tuček,Zpěv,1
2.6.,Šlajs,Zpěv,1
25.4.,Mach,Programování,1
7.3.,Šebestová,Psaní,1
10.6.,Fantomas,Čtení,1
7.3.,Popelka,Grafika,1
14.6.,Popelka,Psaní,1
14.3.,Nemo,Zpěv,2
24.3.,Bobek,Zpěv,2
9.4.,Arabela,Programování,2
15.2.,Horáček,Zpěv,3
11.2.,Pažout,Tělocvik,5
2.4.,Široký,Programování,2
6.6.,Ferda,Čtení,1
12.5.,Zvonilka,Programování,1
23.2.,Bystrozraký,Grafika,1
16.3.,Arabela,Psaní,2
21.3.,Dlouhý,Programování,1
22.6.,Bystrozraký,Čtení,2
22.3.,Nemo,Zpěv,1
25.2.,Tom,Čtení,3
23.4.,Nemo,Matematika,1
19.2.,Pažout,Zpěv,5
21.4.,Karkulka,Tělocvik,1
27.5.,Potter,Grafika,1
13.2.,Fantomas,Čtení,2
25.6.,Karkulka,Psaní,1
18.6.,Bob,Psaní,3
16.2.,Bob,Zeměpis,4
6.5.,Jasoň,Zpěv,1
19.6.,Dlouhý,Zeměpis,1
27.6.,Mach,Zeměpis,1
24.5.,Jasoň,Matematika,1
14.4.,Tuček,Čtení,1
14.4.,Šlajs,Čtení,1
8.3.,Nemo,Zeměpis,2
25.4.,Krakonoš,Grafika,2
9.5.,Bobek,Zeměpis,2
6.3.,Mach,Programování,3
16.3.,Tuček,Čtení,2
16.3.,Šlajs,Čtení,2
20.5.,Arabela,Matematika,2
26.4.,Gump,Grafika,2
16.4.,Arabela,Zeměpis,1
4.5.,Popelka,Psaní,1
23.4.,Šebestová,Psaní,1
9.5.,Krátkozraký,Tělocvik,1
19.2.,Sněhurka,Tělocvik,1
25.3.,Popelka,Matematika,1
3.6.,Zvonilka,Tělocvik,1
9.4.,Dlouhý,Psaní,3
4.3.,Rusalka,Tělocvik,1
21.4.,Popelka,Zeměpis,1
3.2.,Ferda,Čtení,2
9.2.,Zvonilka,Tělocvik,2
21.6.,Rusalka,Psaní,1
21.4.,Tom,Zeměpis,3
9.5.,Široký,Grafika,3
20.5.,Bob,Čtení,3
3.4.,Nemo,Zpěv,1
7.3.,Pažout,Matematika,4
14.5.,Pažout,Programování,4
23.2.,Pažout,Tělocvik,4
20.6.,Nemo,Grafika,1
12.4.,Arabela,Zpěv,1
21.5.,Široký,Programování,2
2.2.,Ferda,Matematika,1
15.6.,Horáček,Psaní,2
12.3.,Sněhurka,Matematika,1
5.6.,Karkulka,Tělocvik,1
14.6.,Široký,Čtení,2
18.5.,Široký,Tělocvik,1
11.5.,Nemo,Zpěv,1
12.5.,Zvonilka,Psaní,1
25.6.,Arabela,Zpěv,1
18.5.,Drsoň,Zeměpis,2
28.2.,Rumcasj,Zpěv,1
9.6.,Bobek,Programování,1
10.6.,Drsoň,Zeměpis,2
1.6.,Horáček,Čtení,1
24.5.,Rusalka,Programování,1
28.4.,Horáček,Tělocvik,5
5.4.,Krakonoš,Programování,2
3.3.,Rumcasj,Tělocvik,2
24.4.,Krakonoš,Matematika,1
17.2.,Krátkozraký,Matematika,1
9.6.,Popelka,Grafika,2
3.6.,Široký,Zeměpis,3
16.3.,Dlouhý,Tělocvik,3
8.2.,Široký,Zeměpis,3
14.2.,Karkulka,Grafika,1
6.5.,Tuček,Čtení,2
6.5.,Šlajs,Čtení,2
24.2.,Ferda,Programování,1
2.6.,Zvonilka,Programování,1
25.4.,Tom,Zpěv,3
2.3.,Ferda,Čtení,1
4.4.,Krátkozraký,Grafika,2
22.6.,Popelka,Programování,2
22.3.,Pažout,Matematika,3
1.4.,Nemo,Zeměpis,1
13.3.,Popelka,Zeměpis,1
24.4.,Bobek,Tělocvik,1
1.2.,Ferda,Programování,1
5.3.,Drsoň,Zpěv,1
17.6.,Popelka,Grafika,1
14.5.,Drsoň,Čtení,1
21.3.,Široký,Programování,1
28.3.,Popelka,Psaní,1
1.6.,Drsoň,Zeměpis,2
14.4.,Pažout,Zpěv,2
23.6.,Bob,Čtení,3
25.4.,Široký,Matematika,1
16.3.,Rusalka,Programování,1
19.5.,Horáček,Psaní,5
1.3.,Zvonilka,Zeměpis,1
21.4.,Pažout,Psaní,4
24.3.,Bystrozraký,Programování,1
15.6.,Drsoň,Tělocvik,3
14.6.,Popelka,Zeměpis,2
27.3.,Gump,Psaní,1
10.3.,Tuček,Zeměpis,1
10.3.,Šlajs,Zeměpis,1
24.3.,Bob,Tělocvik,1
18.2.,Dlouhý,Programování,1
2.6.,Jerry,Psaní,1
18.3.,Bystrozraký,Tělocvik,1
21.5.,Dlouhý,Matematika,2
26.2.,Nemo,Čtení,2
9.2.,Arabela,Grafika,1
6.2.,Rusalka,Matematika,1
20.3.,Potter,Tělocvik,1
2.2.,Ferda,Psaní,1
22.6.,Nemo,Psaní,1
19.3.,Potter,Grafika,1
11.5.,Horáček,Matematika,1
1.5.,Jerry,Zeměpis,2
16.2.,Bob,Tělocvik,3
21.5.,Arabela,Psaní,2
8.2.,Zvonilka,Psaní,1
28.6.,Jerry,Zpěv,3
13.6.,Drsoň,Matematika,3
21.6.,Drsoň,Psaní,2
4.3.,Rusalka,Programování,1
7.6.,Drsoň,Čtení,3
23.4.,Zvonilka,Psaní,2
9.6.,Ferda,Tělocvik,2
27.6.,Široký,Programování,1
23.5.,Jasoň,Programování,1
5.5.,Bystrozraký,Grafika,1
16.2.,Pažout,Matematika,3
3.6.,Tom,Zeměpis,3
26.6.,Jerry,Čtení,2
17.4.,Bob,Psaní,3
11.3.,Gump,Tělocvik,2
11.5.,Nemo,Psaní,1
26.2.,Široký,Grafika,1
2.5.,Gump,Psaní,3
28.3.,Gump,Tělocvik,1
17.5.,Rumcasj,Čtení,3
12.3.,Mach,Zpěv,1
7.5.,Krakonoš,Matematika,2
13.6.,Popelka,Čtení,1
7.4.,Krátkozraký,Matematika,1
1.2.,Ferda,Čtení,1
8.2.,Tom,Programování,3
9.5.,Široký,Programování,1
15.2.,Bob,Programování,3
23.4.,Bobek,Tělocvik,1
17.5.,Drsoň,Tělocvik,2
17.5.,Karkulka,Zeměpis,1
6.6.,Krakonoš,Psaní,2
26.4.,Bob,Tělocvik,1
23.6.,Karkulka,Zpěv,1
10.3.,Arabela,Programování,2
24.4.,Popelka,Tělocvik,1
20.6.,Dlouhý,Čtení,1
4.5.,Krakonoš,Zpěv,1
13.3.,Karkulka,Programování,1
5.2.,Rumcasj,Čtení,2
24.5.,Krátkozraký,Programování,2
15.6.,Dlouhý,Grafika,1
27.5.,Tuček,Programování,2
27.5.,Šlajs,Programování,2
20.5.,Ferda,Zpěv,2
7.3.,Bobek,Grafika,2
17.6.,Fantomas,Zpěv,1
3.4.,Gump,Zeměpis,1
24.2.,Tuček,Programování,2
24.2.,Šlajs,Programování,2
6.2.,Horáček,Tělocvik,1
5.2.,Krátkozraký,Matematika,1
25.4.,Popelka,Programování,1
19.5.,Pažout,Matematika,4
16.6.,Rumcasj,Matematika,3
20.5.,Tom,Zeměpis,1
15.2.,Šebestová,Čtení,1
22.5.,Pažout,Matematika,3
13.6.,Gump,Grafika,1
8.2.,Arabela,Programování,2
18.3.,Rusalka,Psaní,2
18.4.,Tuček,Grafika,3
18.4.,Šlajs,Grafika,3
7.3.,Krátkozraký,Zeměpis,1
6.6.,Fantomas,Matematika,3
6.4.,Dlouhý,Matematika,1
3.2.,Zvonilka,Grafika,1
28.4.,Nemo,Programování,3
20.6.,Arabela,Psaní,1
25.2.,Sněhurka,Psaní,1
5.5.,Pažout,Čtení,2
21.5.,Šebestová,Matematika,1
14.4.,Tom,Programování,2
3.5.,Arabela,Matematika,2
21.4.,Gump,Matematika,3
11.4.,Potter,Tělocvik,1
22.2.,Sněhurka,Psaní,1
15.2.,Dlouhý,Čtení,2
8.5.,Krakonoš,Psaní,1
27.5.,Rusalka,Zpěv,2
16.4.,Arabela,Zeměpis,1
24.5.,Dlouhý,Programování,2
6.6.,Rumcasj,Zpěv,4
19.2.,Zvonilka,Programování,1
3.2.,Mach,Zpěv,1
27.5.,Sněhurka,Tělocvik,1
27.6.,Široký,Psaní,1
8.3.,Rusalka,Zeměpis,2
11.4.,Drsoň,Grafika,3
14.3.,Gump,Tělocvik,3
8.3.,Sněhurka,Čtení,1
12.5.,Šebestová,Čtení,1
19.5.,Nemo,Čtení,1
3.6.,Jerry,Grafika,1
15.5.,Potter,Zeměpis,1
26.3.,Bobek,Tělocvik,1
2.2.,Gump,Zpěv,4
10.2.,Potter,Čtení,1
22.3.,Široký,Tělocvik,1
4.3.,Jasoň,Matematika,1
16.2.,Rumcasj,Grafika,2
26.3.,Jasoň,Čtení,1
24.5.,Zvonilka,Grafika,1
22.5.,Bystrozraký,Grafika,1
22.2.,Potter,Čtení,1
13.5.,Nemo,Zpěv,1
7.4.,Potter,Čtení,1
25.6.,Jasoň,Zpěv,1
14.4.,Bob,Matematika,2
10.3.,Bystrozraký,Čtení,1
2.3.,Gump,Psaní,1
14.6.,Tom,Tělocvik,2
22.3.,Krakonoš,Čtení,1
21.6.,Šebestová,Programování,3
27.5.,Krátkozraký,Psaní,1
22.5.,Sněhurka,Tělocvik,1
12.6.,Fantomas,Čtení,3
20.3.,Popelka,Tělocvik,1
6.2.,Sněhurka,Matematika,1
10.4.,Drsoň,Čtení,3
27.3.,Gump,Grafika,2
28.5.,Pažout,Zeměpis,2
13.5.,Drsoň,Programování,3
27.6.,Nemo,Zeměpis,3
6.4.,Krakonoš,Grafika,1
3.2.,Horáček,Matematika,5
7.3.,Krakonoš,Psaní,2
7.6.,Tuček,Matematika,2
7.6.,Šlajs,Matematika,2
12.2.,Dlouhý,Tělocvik,2
3.6.,Tuček,Zeměpis,3
3.6.,Šlajs,Zeměpis,3
5.2.,Bobek,Programování,2
1.6.,Sněhurka,Zpěv,1
4.5.,Široký,Zpěv,2
20.4.,Karkulka,Čtení,1
25.6.,Popelka,Tělocvik,1
21.2.,Jerry,Tělocvik,3
7.5.,Jasoň,Čtení,1
18.2.,Jasoň,Zeměpis,1
25.2.,Karkulka,Tělocvik,1
28.5.,Pažout,Tělocvik,4
11.6.,Krakonoš,Čtení,1
2.4.,Bobek,Programování,1
24.2.,Tuček,Psaní,3
24.2.,Šlajs,Psaní,3
14.5.,Bob,Zeměpis,2
16.3.,Popelka,Zpěv,1
4.4.,Horáček,Psaní,5
6.2.,Tom,Psaní,2
26.6.,Popelka,Zpěv,1
1.2.,Horáček,Grafika,5
13.2.,Ferda,Psaní,2
16.4.,Arabela,Tělocvik,1
18.5.,Pažout,Zeměpis,5
28.3.,Krátkozraký,Matematika,1
10.6.,Jerry,Čtení,2
21.5.,Bystrozraký,Matematika,2
26.4.,Arabela,Psaní,2
16.3.,Bystrozraký,Grafika,1
1.5.,Zvonilka,Psaní,1
1.2.,Gump,Grafika,3
14.3.,Šebestová,Matematika,3
8.4.,Ferda,Programování,1
20.4.,Potter,Psaní,1
15.3.,Gump,Zpěv,1
10.2.,Karkulka,Zpěv,1
6.2.,Krakonoš,Zeměpis,1
14.2.,Gump,Tělocvik,1
23.2.,Gump,Zeměpis,1
9.6.,Potter,Programování,1
6.4.,Široký,Grafika,3
15.6.,Krátkozraký,Programování,2
20.3.,Horáček,Zeměpis,1
21.4.,Rusalka,Programování,1
2.3.,Potter,Programování,1
1.4.,Sněhurka,Tělocvik,1
22.6.,Široký,Zpěv,3
10.5.,Šebestová,Grafika,1
4.6.,Drsoň,Tělocvik,3
16.5.,Nemo,Psaní,1
13.4.,Krakonoš,Programování,1
12.4.,Gump,Grafika,2
26.4.,Arabela,Psaní,1
7.3.,Potter,Zeměpis,1
20.2.,Mach,Tělocvik,1
23.5.,Pažout,Psaní,3
9.2.,Gump,Psaní,1
22.6.,Bobek,Matematika,1
16.3.,Jasoň,Čtení,1
6.5.,Bobek,Čtení,3
9.6.,Tuček,Zeměpis,4
9.6.,Šlajs,Zeměpis,4
21.3.,Krátkozraký,Zpěv,2
11.6.,Jasoň,Grafika,1
15.6.,Gump,Programování,2
9.3.,Bystrozraký,Grafika,1
12.3.,Zvonilka,Zpěv,1
16.3.,Popelka,Psaní,1
26.2.,Jerry,Psaní,3
1.6.,Popelka,Zpěv,2
8.2.,Bystrozraký,Čtení,2
3.6.,Šebestová,Zeměpis,1
23.3.,Zvonilka,Zpěv,1
22.6.,Fantomas,Psaní,1
11.5.,Rusalka,Zpěv,1
16.2.,Horáček,Tělocvik,5
28.5.,Tuček,Grafika,1
28.5.,Šlajs,Grafika,1
24.5.,Bob,Zpěv,1
17.6.,Nemo,Programování,1
17.5.,Nemo,Matematika,1
21.4.,Potter,Grafika,1
25.6.,Popelka,Grafika,1
20.6.,Mach,Matematika,1
11.4.,Tom,Čtení,1
28.5.,Gump,Programování,2
20.2.,Mach,Grafika,1
23.5.,Gump,Psaní,1
21.6.,Ferda,Matematika,2
4.5.,Fantomas,Matematika,4
1.2.,Horáček,Programování,2
1.2.,Krakonoš,Grafika,1
19.2.,Tuček,Psaní,1
19.2.,Šlajs,Psaní,1
18.5.,Popelka,Zpěv,2
22.4.,Široký,Programování,1
16.4.,Horáček,Matematika,1
13.4.,Jerry,Zeměpis,1
28.6.,Bystrozraký,Zeměpis,1
27.3.,Fantomas,Programování,1
23.5.,Rumcasj,Tělocvik,3
1.5.,Zvonilka,Tělocvik,1
27.2.,Arabela,Tělocvik,1
9.5.,Bystrozraký,Psaní,1
27.3.,Pažout,Grafika,2
27.2.,Ferda,Matematika,2
15.4.,Pažout,Programování,2
7.6.,Gump,Čtení,3
20.6.,Sněhurka,Grafika,1
3.6.,Šebestová,Tělocvik,1
11.6.,Jasoň,Tělocvik,1
14.5.,Fantomas,Zpěv,4
25.6.,Sněhurka,Programování,1
21.3.,Zvonilka,Matematika,1
26.3.,Ferda,Grafika,1
9.6.,Pažout,Psaní,5
18.5.,Mach,Matematika,2
7.5.,Pažout,Čtení,5
17.3.,Fantomas,Zeměpis,3
1.4.,Pažout,Tělocvik,3
4.5.,Bobek,Grafika,1
11.6.,Sněhurka,Čtení,1
1.4.,Široký,Tělocvik,1
18.6.,Potter,Čtení,1
10.6.,Popelka,Grafika,1
5.3.,Dlouhý,Zpěv,1
19.3.,Horáček,Zeměpis,3
5.6.,Bob,Matematika,1
19.4.,Jerry,Zeměpis,3
12.4.,Ferda,Programování,1
17.6.,Pažout,Programování,3
9.5.,Tuček,Psaní,1
9.5.,Šlajs,Psaní,1
25.4.,Tuček,Matematika,1
25.4.,Šlajs,Matematika,1
23.2.,Karkulka,Grafika,1
10.6.,Krátkozraký,Matematika,1
2.2.,Bystrozraký,Programování,2
24.4.,Dlouhý,Matematika,1
17.6.,Horáček,Zeměpis,4
14.6.,Tuček,Matematika,2
14.6.,Šlajs,Matematika,2
7.4.,Krátkozraký,Psaní,1
16.4.,Jasoň,Matematika,2
9.4.,Dlouhý,Čtení,3
13.2.,Horáček,Zpěv,1
10.6.,Nemo,Zpěv,1
11.2.,Široký,Zpěv,1
4.3.,Ferda,Zeměpis,2
4.5.,Potter,Zeměpis,1
24.5.,Bystrozraký,Programování,2
10.6.,Zvonilka,Programování,1
23.3.,Karkulka,Čtení,1
8.6.,Karkulka,Čtení,1
27.3.,Tuček,Grafika,4
27.3.,Šlajs,Grafika,4
15.6.,Krátkozraký,Grafika,3
28.5.,Horáček,Matematika,3
11.3.,Karkulka,Matematika,1
8.5.,Popelka,Psaní,1
11.4.,Zvonilka,Matematika,1
8.3.,Rumcasj,Programování,1
18.5.,Krátkozraký,Matematika,1
1.6.,Bystrozraký,Matematika,1
7.5.,Jerry,Psaní,2
6.4.,Drsoň,Psaní,3
17.6.,Široký,Zeměpis,2
17.4.,Karkulka,Čtení,1
13.4.,Krakonoš,Grafika,1
4.3.,Horáček,Grafika,2
22.5.,Potter,Psaní,1
21.5.,Jasoň,Grafika,2
13.6.,Rumcasj,Matematika,3
7.5.,Krátkozraký,Tělocvik,2
14.5.,Tom,Programování,3
26.3.,Tom,Čtení,1
9.3.,Fantomas,Čtení,1
26.6.,Bob,Programování,1
16.2.,Ferda,Grafika,1
23.2.,Bob,Matematika,3
4.6.,Karkulka,Psaní,1
3.4.,Bystrozraký,Matematika,1
4.4.,Tom,Programování,2
27.2.,Karkulka,Zeměpis,1
17.4.,Ferda,Programování,1
13.6.,Bystrozraký,Programování,2
26.6.,Krátkozraký,Psaní,1
5.5.,Nemo,Zeměpis,1
16.2.,Arabela,Zpěv,1
24.6.,Rusalka,Zpěv,1
11.5.,Fantomas,Čtení,2
26.2.,Fantomas,Tělocvik,3
8.5.,Jasoň,Programování,1
28.5.,Tuček,Programování,3
28.5.,Šlajs,Programování,3
11.5.,Tuček,Zpěv,1
11.5.,Šlajs,Zpěv,1
9.2.,Mach,Tělocvik,1
23.6.,Horáček,Zpěv,4
18.4.,Karkulka,Tělocvik,1
21.5.,Bobek,Zeměpis,1
10.6.,Fantomas,Tělocvik,4
20.5.,Široký,Čtení,2
17.2.,Arabela,Tělocvik,1
6.3.,Nemo,Zeměpis,1
6.5.,Jerry,Psaní,2
17.2.,Tom,Grafika,2
20.5.,Karkulka,Programování,1
7.5.,Tuček,Psaní,1
7.5.,Šlajs,Psaní,1
20.4.,Široký,Grafika,2
9.4.,Popelka,Čtení,1
15.2.,Krakonoš,Matematika,2
5.2.,Horáček,Tělocvik,3
1.2.,Sněhurka,Programování,1
